Geneid	Geneid	19_4_WT_SN_1_	20_4_WT_SN_1_	26_4_WT_SN_1_	18_4_SN_1_	19_4_WT_ON_	20_4_WT_ON_	18_4_ON_	26_4_WT_ON_	SPF_8w_F_2	SPF_8w_F_5	SPF_8w_F_4	SPF_8w_F_3	SPF_8w_F_1
Gm11774	Gm11774	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm11775	Gm11775	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22152	Gm22152	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd7	Cd7	1	0	0	0	0	8	0	5	0	0	0	0	0
Sectm1b	Sectm1b	0	0	0	0	0	0	0	0	0	0	0	0	0
Sectm1a	Sectm1a	27	0	0	0	0	0	0	0	0	0	0	0	0
Gm11792	Gm11792	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm11791	Gm11791	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm11793	Gm11793	1	2	0	1	5	0	1	0	0	0	0	3	3
Tex19.2	Tex19.2	0	0	0	0	0	0	0	0	0	0	0	0	0
Tex19.1	Tex19.1	0	0	0	0	0	0	0	8	0	0	0	0	0
Uts2r	Uts2r	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm11790	Gm11790	0	0	0	0	0	0	0	0	0	0	0	0	0
Ogfod3	Ogfod3	414	480	403	356	481	281	509	309	278	1082	798	746	829
Hexdc	Hexdc	78	21	44	45	108	59	16	44	52	96	54	71	44
BC017643	BC017643	1905	1560	1527	1587	2620	2930	2821	2959	2030	8381	6782	7481	7281
Narf	Narf	103	229	312	314	589	544	240	535	528	1534	1490	2315	2053
Foxk2	Foxk2	94	155	122	210	179	243	259	156	239	787	737	1020	785
Wdr45b	Wdr45b	2283	2188	1675	1988	4148	4270	3873	3329	1174	2591	3075	3757	2901
Rab40b	Rab40b	0	0	0	147	0	8	0	1	0	3	3	2	1
Mir7236	Mir7236	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm11866	Gm11866	0	0	0	0	0	0	0	0	0	0	0	0	0
Fn3krp	Fn3krp	1	12	2	4	14	19	3	21	42	69	31	23	22
Fn3k	Fn3k	0	9	0	1	37	35	10	20	27	30	32	20	15
Tbcd	Tbcd	263	210	318	528	526	601	447	449	219	590	783	1114	791
Zfp750	Zfp750	0	0	0	1	0	0	0	0	29	16	0	2	1
B3gntl1	B3gntl1	12	55	2	4	21	16	39	95	66	98	46	65	142
Metrnl	Metrnl	10987	9248	7469	8948	1433	1545	1853	1064	79	202	159	175	151
Gm12589	Gm12589	8	10	1	4	0	0	1	1	4	2	0	1	0
Gm29513	Gm29513	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15643	Gm15643	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptchd3	Ptchd3	0	0	0	13	0	0	0	0	0	0	0	0	0
Gm12586	Gm12586	0	1	0	0	0	0	0	0	0	47	0	0	0
Gm12590	Gm12590	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12587	Gm12587	0	1	0	0	0	1	0	1	0	2	1	2	3
Gm12591	Gm12591	0	0	0	2	0	0	0	0	0	0	0	0	0
Gm9071	Gm9071	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9075	Gm9075	0	0	0	0	0	0	0	0	0	0	0	0	0
RP23-317B21.2	RP23-317B21.2	4	0	1	0	0	0	0	0	0	1	0	0	0
Rab10os	Rab10os	308	349	275	355	551	407	552	491	140	376	297	363	368
Rab10	Rab10	3100	3216	3698	3864	3497	3060	3841	2937	1217	3197	4120	6033	4798
Gm26520	Gm26520	7	25	26	12	73	55	90	75	752	534	90	102	101
Kif3c	Kif3c	237	129	96	87	82	38	15	107	218	215	172	245	150
1110002L01Rik	1110002L01Rik	17	16	12	2	36	27	55	12	42	85	37	55	45
Asxl2	Asxl2	195	248	202	252	215	223	213	283	1045	1532	1054	1240	874
Dtnb	Dtnb	126	97	94	126	122	89	53	60	109	81	98	90	130
Gm26050	Gm26050	0	0	0	0	0	0	0	0	0	0	0	0	0
Dtnbos	Dtnbos	0	0	0	0	0	0	0	0	0	0	0	0	2
Dnmt3a	Dnmt3a	884	814	612	480	839	910	810	790	1690	2314	1105	967	1198
Dnmt3aos	Dnmt3aos	6	0	5	1	36	30	0	6	9	0	0	5	7
Pomc	Pomc	11	4	7	2	45	80	58	25	0	21	5	0	8
Efr3b	Efr3b	0	0	0	0	5	1	2	1	0	2	1	3	0
Dnajc27	Dnajc27	169	70	187	166	183	132	93	208	31	277	105	143	67
Adcy3	Adcy3	52	118	88	42	147	160	145	142	12	11	116	159	82
Cenpo	Cenpo	136	161	116	233	120	165	178	212	140	233	306	362	546
Ptrhd1	Ptrhd1	108	154	150	270	267	271	304	255	182	140	113	197	121
Ncoa1	Ncoa1	361	514	626	519	431	372	304	570	280	862	539	649	630
Gm23756	Gm23756	0	0	0	0	0	0	0	0	0	0	0	1	0
Gm22343	Gm22343	0	0	0	0	0	0	0	0	0	0	0	0	2
Gm3625	Gm3625	0	0	1	0	0	0	0	0	2	0	1	0	1
Itsn2	Itsn2	1140	870	1048	1234	1396	1372	1161	1140	1093	1764	1301	1692	1314
Gm17541	Gm17541	1	4	2	3	5	7	2	4	2	10	6	1	6
Fam228a	Fam228a	0	0	0	1	1	0	0	0	1	0	12	0	0
Fam228b	Fam228b	0	14	2	0	12	0	17	1	3	0	0	19	0
Gm23676	Gm23676	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22003	Gm22003	1	2	2	0	0	0	2	1	2	2	2	0	1
Pfn4	Pfn4	0	0	0	0	0	0	16	0	0	0	0	0	0
Gm6682	Gm6682	0	3	0	0	0	1	0	0	0	0	0	0	0
Sf3b6	Sf3b6	1268	1333	1176	1586	1905	1518	1675	1365	951	2023	1219	1433	1223
Fkbp1b	Fkbp1b	563	579	324	560	74	116	109	59	16	100	44	50	47
BC068281	BC068281	29	37	45	25	6	41	26	23	44	23	81	53	129
Mfsd2b	Mfsd2b	0	5	0	0	0	0	2	1	0	0	0	0	0
Ubxn2a	Ubxn2a	383	245	252	528	654	578	467	379	176	185	297	369	331
Atad2b	Atad2b	117	190	132	263	196	227	114	184	672	618	176	413	262
Gm23167	Gm23167	0	0	0	0	1	0	0	0	1	0	1	0	0
Klhl29	Klhl29	0	0	0	1	0	0	0	0	0	0	5	0	2
2810032G03Rik	2810032G03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5652	Gm5652	4	1	1	2	0	3	1	2	4	4	2	1	0
Gm23752	Gm23752	0	0	0	0	0	0	0	0	0	0	0	0	0
1700101O22Rik	1700101O22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9144	Gm9144	2	2	3	3	4	6	1	1	2	3	3	4	4
Apob	Apob	0	0	0	2	0	3	12	1	0	0	0	71	0
Ldah	Ldah	1363	1045	1124	1508	712	602	1023	1215	243	1600	1159	1606	1445
Gdf7	Gdf7	0	0	0	0	0	0	0	0	0	0	0	0	0
Hs1bp3	Hs1bp3	314	269	240	226	344	249	168	307	297	1101	974	1231	995
Rhob	Rhob	1604	1070	966	1510	5331	4390	2966	5905	3948	11897	6244	8011	6066
Slc7a15	Slc7a15	1	3	1	0	3	0	0	1	4	1	0	0	0
Pum2	Pum2	266	525	382	386	741	583	360	497	1126	1928	645	829	685
Gm4755	Gm4755	0	0	0	0	0	0	0	0	0	0	0	0	0
Sdc1	Sdc1	11	24	43	35	1	1	40	0	0	0	0	0	0
9930038B18Rik	9930038B18Rik	0	0	0	1	0	0	0	0	0	0	0	0	0
Laptm4a	Laptm4a	11177	11076	11458	14000	11913	8033	9452	9109	6111	15616	14265	17246	16133
Matn3	Matn3	0	0	0	4	0	0	0	0	0	0	0	0	0
Wdr35	Wdr35	121	142	69	69	57	87	84	10	30	2	167	78	351
Ttc32	Ttc32	133	200	214	305	326	105	145	104	327	473	224	322	237
Gm7099	Gm7099	7	6	6	10	14	9	12	9	0	5	4	5	5
1700022H16Rik	1700022H16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Osr1	Osr1	0	8	0	0	0	0	0	0	21	0	0	0	0
Gm23979	Gm23979	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22845	Gm22845	0	0	0	0	0	0	0	0	0	0	0	0	0
Nt5c1b	Nt5c1b	0	0	0	6	0	0	0	0	6	0	0	0	0
Rdh14	Rdh14	418	274	302	277	795	640	534	522	577	2209	1733	1930	1970
Pgk1-rs7	Pgk1-rs7	0	0	0	0	2	0	0	0	6	1	0	1	0
Kcns3	Kcns3	0	0	0	0	0	0	0	0	2	0	0	0	0
Msgn1	Msgn1	0	0	0	0	0	0	0	0	0	0	0	0	0
1700034J04Rik	1700034J04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Gen1	Gen1	17	3	0	57	0	0	0	0	4	0	0	30	1
Smc6	Smc6	1189	1516	860	1169	1237	1296	986	1038	1262	1379	1012	1202	703
Mir7675	Mir7675	0	0	0	0	0	0	0	0	0	0	0	0	0
Vsnl1	Vsnl1	0	0	0	0	0	0	0	0	14	13	1	2	0
4930511A02Rik	4930511A02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Rad51ap2	Rad51ap2	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm23781	Gm23781	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25610	Gm25610	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4294	Gm4294	0	0	0	0	0	1	1	0	0	2	0	1	0
Gm26171	Gm26171	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam49a	Fam49a	653	867	1153	1332	217	337	202	357	323	624	649	730	565
Gm37414	Gm37414	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm27952	Gm27952	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25538	Gm25538	0	0	0	3	0	0	0	0	0	0	0	0	1
Platr19	Platr19	0	0	0	0	0	0	0	0	0	0	0	0	0
4930519A11Rik	4930519A11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl36-ps3	Rpl36-ps3	3	1	2	4	1	2	1	0	3	0	6	0	1
Mycn	Mycn	0	1	0	0	0	0	0	0	0	0	0	0	0
Gm24208	Gm24208	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddx1	Ddx1	1377	1054	1194	1480	1814	1629	1437	1106	1019	1099	1999	2296	1837
Nbas	Nbas	182	67	157	103	118	166	124	164	228	239	341	454	609
Gm6736	Gm6736	0	1	1	1	0	0	2	0	0	0	0	0	0
Gm24142	Gm24142	0	0	0	3	0	0	0	0	0	0	0	0	0
Gm22170	Gm22170	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4929	Gm4929	6	3	1	2	8	3	1	9	6	14	8	10	4
Fam84a	Fam84a	0	0	0	16	0	0	0	100	0	0	21	51	0
Gm9847	Gm9847	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25414	Gm25414	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26449	Gm26449	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm27682	Gm27682	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4804	Gm4804	1	3	1	1	0	1	1	0	1	3	1	2	0
Trib2	Trib2	0	0	0	0	0	0	0	0	0	0	0	0	1
Mir6387	Mir6387	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5432	Gm5432	0	0	0	0	0	0	0	0	0	0	0	0	0
Lpin1	Lpin1	669	312	686	712	611	654	791	682	474	1705	1945	2399	2102
Ntsr2	Ntsr2	0	0	0	0	0	0	0	0	47	0	0	0	16
Greb1	Greb1	0	0	1	0	0	0	0	0	1	0	1	1	0
Gm44305	Gm44305	0	0	0	0	0	0	0	0	0	0	0	0	0
E2f6	E2f6	175	138	129	121	260	238	101	127	24	186	266	248	272
Rock2	Rock2	2132	2606	2110	1870	2483	2348	1991	1895	2924	4040	2422	2982	3063
Gm22303	Gm22303	0	0	0	0	0	0	0	0	0	0	0	0	1
Pqlc3	Pqlc3	378	439	271	168	153	91	154	131	301	363	67	43	109
2410004P03Rik	2410004P03Rik	20	0	0	0	15	0	1	0	0	0	0	0	0
Kcnf1	Kcnf1	0	0	0	1	0	0	0	0	0	0	0	0	0
Pdia6	Pdia6	11722	7012	7766	8358	12440	10536	11977	11360	5305	16745	15410	18737	16052
Atp6v1c2	Atp6v1c2	0	0	1	1	4	9	1	6	21	45	16	10	13
Nol10	Nol10	267	333	375	403	360	352	249	160	17	236	212	191	226
Mir3066	Mir3066	0	0	0	0	0	0	0	0	0	0	0	0	0
Odc1	Odc1	659	520	503	501	1846	2146	1937	1670	51	186	211	221	186
Gm22748	Gm22748	0	6	0	0	1	0	0	2	1	0	0	0	0
Gm25925	Gm25925	0	0	0	0	0	0	0	0	0	0	0	0	0
Hpcal1	Hpcal1	1368	1066	803	853	380	248	418	338	263	685	406	439	459
B430203G13Rik	B430203G13Rik	0	0	0	0	0	0	0	1	0	0	0	2	0
Bnip3l-ps	Bnip3l-ps	4	13	7	7	24	14	19	14	1	16	15	16	8
5730507C01Rik	5730507C01Rik	0	1	0	0	0	0	0	1	0	0	0	0	7
Gm3944	Gm3944	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm5784	Gm5784	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6802	Gm6802	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9257	Gm9257	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22189	Gm22189	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21863	Gm21863	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm3993	Gm3993	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10479	Gm10479	0	0	0	0	0	0	0	1	0	0	0	0	0
1700030C10Rik	1700030C10Rik	27	1	28	0	92	19	35	22	41	61	35	57	96
Gm28503	Gm28503	0	0	0	0	0	0	0	0	0	0	0	0	0
3110053B16Rik	3110053B16Rik	3	0	0	9	25	10	3	0	0	0	7	18	25
Zfp125	Zfp125	23	44	35	9	68	80	25	61	19	80	69	159	153
Gm10478	Gm10478	6	7	3	1	16	5	5	0	38	28	5	19	3
Gm21989	Gm21989	0	0	1	0	0	0	0	0	0	0	1	0	0
Gm5977	Gm5977	0	0	0	0	0	0	0	0	0	0	0	0	0
Asap2	Asap2	8	5	18	10	4	7	1	1	0	17	0	13	2
Itgb1bp1	Itgb1bp1	712	643	642	1075	938	796	1125	831	453	1097	510	720	648
Gm20535	Gm20535	0	1	0	0	0	0	0	0	3	0	0	0	0
Cpsf3	Cpsf3	2053	1403	1497	1806	2845	2943	2445	3110	947	1974	3277	3751	3721
Gm25821	Gm25821	0	4	4	1	3	2	0	7	9	37	32	46	31
Iah1	Iah1	835	749	645	839	736	851	947	613	299	780	359	328	340
Adam17	Adam17	2354	2413	3157	2853	2857	3039	2546	3487	1819	5257	8008	9670	9325
Gm22766	Gm22766	0	3	0	0	0	0	0	0	8	0	2	0	2
Ywhaq	Ywhaq	1404	1236	1217	1375	1359	1416	1363	996	458	1206	818	1076	937
Gm4419	Gm4419	3	0	0	3	0	0	0	0	0	0	11	0	0
RP23-354L15.1	RP23-354L15.1	6	0	1	0	9	7	11	2	2	0	6	1	5
Mrto4-ps2	Mrto4-ps2	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22908	Gm22908	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4425	Gm4425	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20486	Gm20486	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6838	Gm6838	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10476	Gm10476	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm17391	Gm17391	0	0	0	0	0	0	0	0	0	0	0	0	0
2410018L13Rik	2410018L13Rik	0	0	0	0	0	0	0	0	0	0	1	2	0
Gm26140	Gm26140	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20472	Gm20472	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20473	Gm20473	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9285	Gm9285	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9286	Gm9286	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20474	Gm20474	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10330	Gm10330	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm17330	Gm17330	0	0	0	0	0	0	0	0	0	0	0	0	0
9030624G23Rik	9030624G23Rik	0	1	1	0	0	0	0	0	0	0	0	0	0
Gm9312	Gm9312	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm16372	Gm16372	8	12	11	13	5	5	1	6	1	17	8	2	2
Taf1b	Taf1b	542	514	543	701	1073	651	712	495	281	389	673	698	729
Grhl1	Grhl1	0	2	0	1	19	42	11	5	14	0	0	1	1
Gm6969	Gm6969	4	2	4	4	4	1	0	1	0	0	0	4	2
Klf11	Klf11	588	265	597	578	381	749	633	371	80	157	192	233	132
Cys1	Cys1	5	0	0	0	0	0	0	0	0	0	0	0	1
Rrm2	Rrm2	90	86	96	136	72	230	57	109	0	0	0	7	38
Gm26211	Gm26211	0	0	0	0	0	0	0	0	0	0	0	0	0
Mboat2	Mboat2	0	0	0	2	0	0	0	0	0	0	0	1	0
Kidins220	Kidins220	334	634	570	753	762	452	291	654	299	714	723	918	699
Id2	Id2	6331	6808	6008	7583	30216	25659	31857	17017	595	1437	613	942	621
Gm38052	Gm38052	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22527	Gm22527	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf144a	Rnf144a	8	0	0	0	0	0	0	0	0	0	0	0	0
Mir6538	Mir6538	0	0	0	0	0	0	0	0	0	0	0	0	0
Rsad2	Rsad2	1078	901	1278	1473	1810	770	513	483	89	25	26	106	129
Cmpk2	Cmpk2	351	249	394	347	522	289	215	252	21	163	76	137	198
Gm9866	Gm9866	0	0	0	0	0	0	0	0	0	0	0	0	0
Sox11	Sox11	0	0	1	21	1	5	0	0	2	1	0	2	0
Gm24326	Gm24326	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25923	Gm25923	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25564	Gm25564	0	0	0	0	0	0	0	0	0	0	0	0	0
Dcdc2c	Dcdc2c	0	0	0	0	0	0	0	0	0	0	0	0	0
1700022F17Rik	1700022F17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Allc	Allc	0	0	0	0	0	0	0	0	0	0	0	0	0
Colec11	Colec11	0	0	0	0	0	0	0	0	0	0	0	0	1
Rps7	Rps7	228	173	159	190	238	269	223	197	108	226	83	126	106
Rnaseh1	Rnaseh1	226	156	175	175	210	253	143	249	42	207	258	312	252
Adi1	Adi1	573	564	514	579	1276	1057	1401	1096	489	1246	1446	1795	1491
Mir6937	Mir6937	0	0	0	0	0	0	0	0	0	0	0	0	1
Trappc12	Trappc12	369	164	382	413	746	685	540	878	536	1110	1380	1794	1513
Tssc1	Tssc1	396	193	226	203	335	441	401	391	250	289	367	517	450
Gm23342	Gm23342	0	0	0	0	0	0	0	0	0	0	0	0	0
Myt1l	Myt1l	0	0	0	18	0	0	0	0	5	1	2	2	1
Pxdn	Pxdn	0	0	0	1	0	0	0	0	0	2	0	0	0
Tpo	Tpo	0	0	0	0	0	0	0	0	0	0	0	0	1
Gm15691	Gm15691	0	0	0	0	0	0	0	0	0	0	0	0	0
Sntg2	Sntg2	0	0	0	0	0	0	0	19	21	6	0	21	1
2310016D03Rik	2310016D03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25865	Gm25865	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28806	Gm28806	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25243	Gm25243	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem18	Tmem18	265	91	204	145	386	291	152	197	297	445	681	981	989
Fam150b	Fam150b	0	0	0	0	0	0	0	0	0	0	0	0	0
Acp1	Acp1	248	109	184	157	268	318	173	213	155	358	223	271	237
Sh3yl1	Sh3yl1	0	10	14	0	0	27	16	8	0	107	2	11	4
Gm25408	Gm25408	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam110c	Fam110c	0	0	0	0	0	0	0	0	0	0	0	0	0
6030469F06Rik	6030469F06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24613	Gm24613	0	0	0	0	0	0	0	0	0	0	0	0	0
Lamb1	Lamb1	38	3	4	3	2	0	0	0	0	0	2	0	1
Dld	Dld	1691	1101	1631	1493	1737	1826	1793	1702	699	1837	2491	2723	2248
Slc26a3	Slc26a3	0	1	0	0	0	0	0	0	0	0	0	0	0
Gm9359	Gm9359	1	0	0	0	0	0	0	1	0	0	0	0	1
Cbll1	Cbll1	240	118	117	311	538	507	353	482	282	962	969	1362	1331
Gm29542	Gm29542	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29541	Gm29541	0	1	0	0	0	0	0	0	0	0	0	0	0
Slc26a4	Slc26a4	31	0	0	4	0	0	0	0	0	0	0	0	0
Bcap29	Bcap29	905	1131	827	944	1898	1674	1588	1506	977	2693	2633	3303	3458
Dus4l	Dus4l	15	0	14	5	4	18	10	56	10	92	39	128	49
Cog5	Cog5	102	106	156	28	172	209	372	201	178	292	324	450	408
Gpr22	Gpr22	0	13	0	8	0	0	2	0	37	37	26	48	24
Gm25913	Gm25913	0	0	0	0	0	0	0	0	0	3	0	0	0
Hbp1	Hbp1	2717	2476	2100	2990	2610	2161	2388	2215	1108	3953	4909	5799	5857
Prkar2b	Prkar2b	1151	283	737	800	1	3	1	17	0	0	0	0	0
Pik3cg	Pik3cg	1363	1261	1724	1053	1121	1730	1394	2076	2208	5184	6193	8567	8380
Gm23875	Gm23875	0	0	0	4	1	1	0	0	0	0	0	0	0
Ccdc71l	Ccdc71l	446	340	372	448	478	568	467	344	239	915	795	971	693
Nampt	Nampt	1626	1608	1788	2634	2133	1934	1997	1314	454	772	847	1289	1297
Gdap10	Gdap10	346	550	378	134	391	228	30	274	203	186	159	138	110
4933406C10Rik	4933406C10Rik	4	0	1	0	2	15	1	0	0	0	0	1	4
Sypl	Sypl	2378	2358	2232	2100	3590	2196	2369	1803	2583	5278	5564	7230	6212
Gm24922	Gm24922	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdhr3	Cdhr3	0	13	2	1	0	0	0	0	0	0	0	0	0
Gm22904	Gm22904	0	0	0	0	0	0	0	0	0	0	0	0	0
F730043M19Rik	F730043M19Rik	2	9	19	7	18	5	13	0	68	25	5	10	26
Gm16267	Gm16267	0	0	1	0	0	0	0	0	0	0	0	0	0
Atxn7l1	Atxn7l1	579	668	542	591	395	454	554	472	576	600	565	697	591
Atxn7l1os1	Atxn7l1os1	0	0	0	1	51	0	0	0	16	0	1	8	3
Atxn7l1os2	Atxn7l1os2	0	2	0	0	0	0	0	0	2	1	0	1	0
Efcab10	Efcab10	0	0	0	0	0	0	0	0	0	0	0	0	0
Twistnb	Twistnb	303	311	200	327	679	495	557	560	610	831	741	693	747
Gm23529	Gm23529	0	0	0	0	0	0	0	0	0	0	0	0	0
Ferd3l	Ferd3l	0	0	0	0	0	0	0	0	0	0	0	0	0
Twist1	Twist1	0	0	13	15	4	6	4	0	0	0	0	0	0
Hdac9	Hdac9	565	411	574	528	389	383	257	302	173	186	621	562	662
Gm18025	Gm18025	3	0	1	0	0	1	2	4	6	2	0	0	0
4921508M14Rik	4921508M14Rik	0	0	0	0	0	0	0	0	22	0	0	0	0
Gm24429	Gm24429	0	0	0	0	0	0	0	0	0	10	0	0	0
Prps1l1	Prps1l1	0	0	0	1	9	3	0	0	301	199	1	46	26
Gm24359	Gm24359	0	0	0	0	0	0	0	0	0	0	0	0	5
Snx13	Snx13	1098	1399	1283	1514	1828	1297	1106	1419	702	2500	2870	4080	3447
Mir680-3	Mir680-3	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44396	Gm44396	0	3	1	1	0	0	0	0	0	0	0	0	0
Gm26071	Gm26071	0	0	0	0	0	0	0	0	0	0	0	0	0
Ahr	Ahr	501	517	977	380	93	70	7	99	2	0	1	1	11
Agr3	Agr3	0	0	0	1	0	0	0	0	0	0	0	0	0
Agr2	Agr2	0	1	0	0	0	0	0	0	1	0	0	0	1
Tspan13	Tspan13	990	1477	1261	1253	3013	2479	3676	2430	2670	8657	6662	8637	7726
Gm5434	Gm5434	9	5	4	8	6	17	13	5	0	11	1	1	3
Bzw2	Bzw2	380	272	365	384	788	795	626	332	360	975	528	875	546
Ankmy2	Ankmy2	221	103	172	144	325	310	217	308	246	648	603	1004	809
Lrrc72	Lrrc72	0	0	0	1	0	0	0	0	0	0	0	0	0
Sostdc1	Sostdc1	26	3	0	13	0	0	0	0	66	0	0	0	0
Gm25438	Gm25438	0	0	0	0	0	0	0	0	0	0	0	0	0
D630036H23Rik	D630036H23Rik	0	1	0	1	0	0	0	6	0	0	0	6	4
Ispd	Ispd	29	29	171	61	0	32	0	21	0	1	33	25	22
Mir5099	Mir5099	0	0	0	0	1	0	0	0	0	1	0	0	0
Gm44326	Gm44326	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29007	Gm29007	0	0	0	0	0	0	0	0	0	0	0	0	0
Meox2	Meox2	14	0	0	0	0	0	0	0	0	0	0	0	0
Agmo	Agmo	985	1147	1226	955	1449	1609	1444	1221	1249	3229	3680	4625	4376
Dgkb	Dgkb	0	0	0	16	0	0	0	0	0	0	0	0	0
Etv1	Etv1	317	303	338	424	153	181	156	122	374	418	461	465	433
Gm24069	Gm24069	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm24434	Gm24434	0	0	0	0	0	0	0	0	0	0	0	0	0
Arl4a	Arl4a	1271	1250	702	1374	645	733	632	488	138	277	180	188	100
Arl4aos	Arl4aos	0	1	0	2	0	1	0	0	0	0	0	0	0
Scin	Scin	0	0	0	3	0	0	0	0	0	0	0	0	0
Lsmem1	Lsmem1	0	0	4	0	0	0	0	0	0	0	0	0	0
Gm17056	Gm17056	402	1071	355	413	410	439	97	209	21	111	5	65	39
Ifrd1	Ifrd1	16774	14897	10885	16552	38128	41180	40460	26639	258	710	522	660	521
Gm17024	Gm17024	24	45	38	18	25	12	19	17	0	0	3	1	0
Mir1938	Mir1938	8	6	1	4	8	7	3	2	0	2	0	0	0
Gm7008	Gm7008	21	11	22	5	22	44	38	24	0	1	6	5	1
Zfp277	Zfp277	719	652	543	1086	1112	909	878	541	546	1230	815	917	1150
Dock4	Dock4	110	219	196	70	808	824	459	711	744	2183	2072	2325	2661
Immp2l	Immp2l	274	227	165	358	143	182	130	133	113	172	98	148	158
Gm25497	Gm25497	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrn3	Lrrn3	0	0	0	42	0	0	0	1	0	0	1	0	0
Gm25248	Gm25248	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26326	Gm26326	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnajb9	Dnajb9	2695	2589	1535	3759	5877	3848	4637	2978	586	1934	1920	2422	2080
Mir5627	Mir5627	0	0	0	0	0	0	0	0	0	0	0	0	0
Pnpla8	Pnpla8	1464	1741	1632	1559	1466	1195	1126	798	602	1033	1571	2293	1889
Nrcam	Nrcam	0	0	0	15	0	0	0	0	2	0	2	3	1
Stxbp6	Stxbp6	851	740	672	490	4	0	28	3	0	1	0	0	0
Gm15901	Gm15901	0	3	0	2	0	0	0	0	0	0	0	0	0
Gm15902	Gm15902	8	1	0	0	0	0	0	1	0	0	0	0	0
Gm24731	Gm24731	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22076	Gm22076	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm9921	Gm9921	0	0	0	0	0	0	0	0	0	0	0	0	0
